Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR_price,Country,City,Price_groub,Views Performance
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,17.53,5.0,GRP,34,625000.0,Other, St Julians,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,22.56,5.39,GRP,34,1158300.0,Other, Kotor,Expensive (more than 250000),Low (less than 70)
Hardtop,Sunseeker power boats,"Used boat,Diesel",2007,21.95,5.46,GRP,34,649000.0,Italy, Imperia,Expensive (more than 250000),Low (less than 70)
Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,13.88,4.25,PVC,34,462360.0,France," Lorient, France",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Jeanneau power boats,Used boat,2019,11.6,3.95,GRP,34,329150.0,Other," Turku, (FI)",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Menorquin power boats,"Used boat,Diesel",2006,15.95,5.0,GRP,34,290000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Flybridge,Sealine power boats,"Used boat,Diesel",2007,12.88,4.21,GRP,34,229000.0,Croatia(Hrvatska), INFO BOOTE RIEDL ZADAR,Expensive (more than 250000),Low (less than 70)
Hardtop,Jeanneau power boats,"Used boat,Unleaded",2020,10.44,3.32,PVC,34,224391.0,France," LA ROCHELLE, France",Expensive (more than 250000),Low (less than 70)
Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2008,14.55,4.36,PVC,34,215000.0,France," CAPBRETON, CAPBRETON",Expensive (more than 250000),Low (less than 70)
Center console boat,Premiere Yacht power boats,Used boat,2006,15.15,4.87,GRP,34,190000.0,Italy, Campania ,Expensive (more than 250000),Low (less than 70)
Hardtop,Cabo power boats,"Used boat,Diesel",2002,11.47,3.96,GRP,34,160000.0,Italy, Sardegna ,Expensive (more than 250000),Low (less than 70)
Flybridge,Rodman power boats,"Used boat,Diesel",2002,13.0,4.2,PVC,34,130000.0,Spain," Santander, Espagne",Expensive (more than 250000),Low (less than 70)
Flybridge,Gianetti power boats,Used boat,1993,13.0,4.28,GRP,34,120000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2002,10.8,3.48,GRP,34,95000.0,Other,None,Medium (44290-250000),Low (less than 70)
Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.53,PVC,34,76675.0,France," PLUNERET, France",Medium (44290-250000),Low (less than 70)
Sport Boat,Campion power boats,new boat from stock,2020,6.0,2.0,GRP,34,73970.0,Denmark, Svendborg,Medium (44290-250000),Low (less than 70)
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.0,2.0,PVC,34,75300.0,Spain," Huelva, Espagne",Medium (44290-250000),Low (less than 70)
Flybridge,Ferretti power boats,"Used boat,Diesel",1990,10.85,3.93,GRP,34,70000.0,Italy, Marche - Umbria ,Medium (44290-250000),Low (less than 70)
Classic,Boesch power boats,"Used boat,Unleaded",1972,5.8,2.1,Wood,34,68850.0,Switzerland, Werft K¼ssnacht,Medium (44290-250000),Low (less than 70)
Motor Yacht,Starfisher power boats,"Used boat,Diesel",2007,7.48,2.98,GRP,34,55500.0,Spain, Murcia,Medium (44290-250000),Low (less than 70)
Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.23,2.55,GRP,34,44950.0,Germany, Niedersachsen ,Medium (44290-250000),Low (less than 70)
Sport Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2019,5.55,2.29,GRP,34,32950.0,Germany, Ausstellungshalle Schweich,Cheap (less than 44290),Low (less than 70)
Pilothouse,Ocqueteau power boats,new boat from stock,2018,6.22,2.44,PVC,34,32169.15,UnitedKingdom," Gillingham, Gillingham",Cheap (less than 44290),Low (less than 70)
Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",0,6.55,2.54,GRP,33,65870.0,Germany,1,Medium (44290-250000),Low (less than 70)
Pilothouse,Jeanneau power boats,"new boat on order,Unleaded",2020,8.8,2.99,GRP,33,77231.0,Germany, Bnningstedt,Medium (44290-250000),Low (less than 70)
Flybridge,Rodman power boats,"Used boat,Diesel",2002,12.9,4.21,PVC,33,108000.0,Spain," Zumaya, Espagne",Expensive (more than 250000),Low (less than 70)
Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,9.12,2.98,PVC,33,125900.0,France," LA ROCHELLE, LA ROCHELLE",Expensive (more than 250000),Low (less than 70)
Sport Boat,Fratelli Aprea power boats,"Used boat,Diesel",2005,9.6,3.9,GRP,33,135000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Atlantis power boats,"Used boat,Diesel",2009,13.53,4.08,GRP,33,150000.0,Croatia(Hrvatska), Rovinj,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",2014,10.89,3.54,GRP,33,165000.0,Italy, Mar Tirreno,Expensive (more than 250000),Low (less than 70)
Hardtop,Airon Marine power boats,"Used boat,Diesel",2006,13.45,3.8,PVC,33,175000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Flybridge,Piantoni (IT) power boats,"Used boat,Diesel",1996,17.92,5.09,GRP,33,230000.0,Italy, Sicilia ,Expensive (more than 250000),Low (less than 70)
Flybridge,Guy Couach power boats,"Used boat,Diesel",1997,16.8,4.64,GRP,33,249000.0,Spain," Huelva, Spain",Expensive (more than 250000),Low (less than 70)
Flybridge,Raffaelli power boats,"Used boat,Diesel",2006,15.83,4.3,GRP,33,285000.0,Italy, Puglia,Expensive (more than 250000),Low (less than 70)
Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,11.29,3.96,PVC,33,290000.0,France," Cogolin, France",Expensive (more than 250000),Low (less than 70)
Motor Yacht,MCY power boats,"Used boat,Diesel",2012,19.82,5.25,GRP,33,1395000.0,Croatia(Hrvatska), Zadar,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",2019,22.59,5.43,GRP,33,2462850.0,UnitedKingdom, Southampton,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Ferretti power boats,"Used boat,Diesel",2005,22.68,5.8,GRP,33,1290000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Hardtop,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2019,14.78,4.2,PVC,33,517000.0,France," LA GRANDE MOTTE, LA GRANDE MOTTE",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",0,11.47,3.59,GRP,33,301784.0,Germany,3,Expensive (more than 250000),Low (less than 70)
Flybridge,Jeanneau power boats,"Used boat,Diesel",2017,11.0,3.0,PVC,33,298000.0,Croatia(Hrvatska)," Split, Croatie",Expensive (more than 250000),Low (less than 70)
Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2012,13.88,4.25,PVC,33,289000.0,France," BORMES LES MIMOSAS, France",Expensive (more than 250000),Low (less than 70)
Motor Yacht,BÃ©nÃ©teau power boats,new boat from stock,0,8.1,2.5,GRP,33,60475.0,Germany, IM VORLAUF,Medium (44290-250000),Low (less than 70)
Center console boat,Jeanneau power boats,new boat from stock,2020,7.37,2.54,GRP,33,63876.15,UnitedKingdom," Burton Waters, Burton Waters",Medium (44290-250000),Low (less than 70)
Pilothouse,Jeanneau power boats,Used boat,2019,6.4,2.45,GRP,33,35000.0,France," La Forªt-Fouesnant, France",Cheap (less than 44290),Low (less than 70)
Sport Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2019,5.02,2.12,GRP,33,25990.0,Germany, Ausstellungshalle Schweich,Cheap (less than 44290),Low (less than 70)
Bowrider,Suzuki power boats,Unleaded,2020,10.28,3.33,GRP,33,16950.0,Germany, Nordrhein-Westfalen ,Cheap (less than 44290),Low (less than 70)
Deck Boat,Yamarin power boats,new boat from stock,2019,6.0,2.0,GRP,32,35100.0,Denmark, Svendborg,Cheap (less than 44290),Low (less than 70)
Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.8,2.5,PVC,32,44900.0,France," PORT LEUCATE, France",Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,7.39,2.66,PVC,32,46000.0,France," SAINTE MARINE, BENODET",Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2018,7.48,2.53,PVC,32,64082.0,Other," Parchal, Portugal",Medium (44290-250000),Low (less than 70)
Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2004,10.8,3.48,PVC,32,65000.0,France," La Forªt-Fouesnant, France",Medium (44290-250000),Low (less than 70)
Center console boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,12.15,3.91,PVC,32,99900.0,France," Saint Cyprien, France",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Doqueve power boats,"Used boat,Diesel",2003,11.89,3.66,GRP,32,130000.0,Spain, Costa Brava,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2008,11.2,3.75,GRP,32,160000.0,Italy, Lazio ,Expensive (more than 250000),Low (less than 70)
Hardtop,Pershing power boats,"Used boat,Diesel",2007,15.39,4.14,GRP,32,279000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Hardtop,Jeanneau power boats,"Used boat,Diesel",2013,13.7,4.13,PVC,32,285000.0,France," Saint-Cast-le-Guildo, France",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Rizzardi power boats,"Used boat,Diesel",2009,14.8,4.4,GRP,32,295000.0,Italy, Mar Tirreno,Expensive (more than 250000),Low (less than 70)
Flybridge,Sanlorenzo power boats,"Used boat,Diesel",2000,22.78,5.68,GRP,32,550000.0,Italy, Friuli-Venezia Giulia,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Riviera power boats,Used boat,2017,17.29,4.88,GRP,32,920000.0,France, Frankrijk (France),Expensive (more than 250000),Low (less than 70)
Flybridge,Sunseeker power boats,"new boat from stock,Diesel",2020,16.76,4.61,GRP,32,1111500.0,UnitedKingdom, Poole,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Filippetti power boats,"Used boat,Diesel",2008,23.03,5.71,GRP,32,1200000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Hardtop,Jeanneau power boats,new boat from stock,2019,10.98,3.8,GRP,32,276600.0,Italy, Campania ,Expensive (more than 250000),Low (less than 70)
Hardtop,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.45,3.37,PVC,32,249000.0,France," Mandelieu la Napoule, France",Expensive (more than 250000),Low (less than 70)
Sport Boat,Doral power boats,"Used boat,Diesel",2010,12.2,4.04,PVC,32,189000.0,France," LA GRANDE MOTTE, LA GRANDE MOTTE",Expensive (more than 250000),Low (less than 70)
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.37,2.52,PVC,32,62400.0,France," LA ROCHELLE, France",Medium (44290-250000),Low (less than 70)
Cabin Boat,Campion power boats,"new boat from stock,Unleaded",2020,6.58,2.49,GRP,32,54900.0,Germany,1,Medium (44290-250000),Low (less than 70)
Sport Boat,Marinello power boats,new boat from stock,2013,6.45,2.45,GRP,32,38900.0,Germany, Hock Boote,Cheap (less than 44290),Low (less than 70)
Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2019,5.64,2.45,GRP,31,33900.0,France," CHERBOURG, France",Cheap (less than 44290),Low (less than 70)
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.31,2.48,GRP,31,47000.0,France," GRANVILLE, France",Medium (44290-250000),Low (less than 70)
Pilothouse,Gavazzi Luciano power boats,"Used boat,Diesel",1996,7.49,2.8,GRP,31,59000.0,Italy, Toscana ,Medium (44290-250000),Low (less than 70)
Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,7.62,2.67,PVC,31,62000.0,France," PORT LA FORET, France",Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,8.03,2.78,PVC,31,71000.0,France," BENODET, BENODET",Medium (44290-250000),Low (less than 70)
Center console boat,Gagliotta power boats,"Used boat,Diesel",2005,10.3,3.5,GRP,31,85000.0,Italy, Sardegna ,Medium (44290-250000),Low (less than 70)
Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,7.98,2.94,PVC,31,105000.0,France," Marseille, France",Expensive (more than 250000),Low (less than 70)
Center console boat,Fiart Mare power boats,Used boat,2009,11.56,3.88,GRP,31,145000.0,Italy, Campania ,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Fipa Italiana power boats,"Used boat,Diesel",2008,23.0,5.0,GRP,31,790000.0,Croatia(Hrvatska), Istra,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sealine power boats,"Used boat,Diesel",2012,15.36,4.76,PVC,31,491341.5,UnitedKingdom," Inverkip, Inverkip",Expensive (more than 250000),Low (less than 70)
Hardtop,Astondoa power boats,"Used boat,Diesel",2008,15.03,4.6,GRP,31,430000.0,Italy, Anzio,Expensive (more than 250000),Low (less than 70)
Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2012,12.17,4.25,PVC,31,292000.0,Spain," D©nia, Espagne",Expensive (more than 250000),Low (less than 70)
Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,10.56,3.27,PVC,31,279000.0,France," BORMES LES MIMOSAS, France",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sessa power boats,Used boat,2008,11.51,3.5,GRP,31,150000.0,Italy, Mar Tirreno,Expensive (more than 250000),Low (less than 70)
Hardtop,Cayman power boats,"Used boat,Diesel",1998,12.3,4.16,GRP,31,110000.0,Italy, Toscana ,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Astondoa power boats,"Used boat,Diesel",1991,14.22,4.35,GRP,31,105000.0,Spain, Alicante,Expensive (more than 250000),Low (less than 70)
Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1986,10.55,3.65,GRP,31,78000.0,Italy, Toscana ,Medium (44290-250000),Low (less than 70)
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.19,2.52,PVC,31,75000.0,France," PORNICHET, France",Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.48,2.5,PVC,31,66800.0,France," LA GRANDE MOTTE, France",Medium (44290-250000),Low (less than 70)
Flybridge,Aquastar power boats,"Used boat,Diesel",1985,11.58,3.84,PVC,31,70141.5,UnitedKingdom," Chatham, Chatham",Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,8.0,3.0,PVC,31,64900.0,France," LES SABLES D OLONNE, France",Medium (44290-250000),Low (less than 70)
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.86,2.48,Steel,31,55000.0,France," PORNICHET, France",Medium (44290-250000),Low (less than 70)
Center console boat,Jeanneau power boats,new boat from stock,2020,6.86,2.52,GRP,31,51900.0,Netherlands, In verkoophaven,Medium (44290-250000),Low (less than 70)
Bowrider,Wellcraft power boats,"new boat from stock,Unleaded",2015,6.4,2.59,PVC,31,45500.0,France," Arzon, Arzon",Medium (44290-250000),Low (less than 70)
Sport Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,0,6.2,2.34,GRP,31,42900.0,Germany, Ausstellungshalle Schweich,Cheap (less than 44290),Low (less than 70)
Pilothouse,Rodman power boats,Used boat,1991,7.4,2.8,PVC,31,22900.0,France," BARCARES, LE BARCARES, BARCARES, BARCARES",Cheap (less than 44290),Low (less than 70)
Fishing Boat,Linder power boats,new boat from stock,2019,4.51,1.75,Aluminium,31,21950.0,Germany," Boote Jochum, M¼nchen",Cheap (less than 44290),Low (less than 70)
Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,6.74,2.55,GRP,30,35115.0,Germany, Berlin ,Cheap (less than 44290),Low (less than 70)
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.53,PVC,30,84900.0,France," LES SABLES OLONNE, France",Medium (44290-250000),Low (less than 70)
Motor Yacht,Raffaelli power boats,"Used boat,Diesel",1995,12.45,4.4,GRP,30,98000.0,Italy, Friuli-Venezia Giulia,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Viper power boats,"new boat from stock,Unleaded",0,9.8,3.0,GRP,30,206000.0,Germany,2,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,17.65,4.63,GRP,30,455000.0,Other, Gocek,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",1999,24.0,6.08,GRP,30,530000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Maiora power boats,"Used boat,Diesel",2009,21.4,5.61,GRP,30,990000.0,Italy, Naples,Expensive (more than 250000),Low (less than 70)
Motor Yacht,VICEM power boats,"Used boat,Diesel",2009,18.1,5.06,GRP,30,450000.0,Spain, Ibiza,Expensive (more than 250000),Low (less than 70)
Trawler,Smelne power boats,Used boat,2005,12.77,4.15,Steel,30,219000.0,Netherlands, In verkoophaven,Expensive (more than 250000),Low (less than 70)
Hardtop,Airon Marine power boats,Used boat,2011,12.98,3.8,GRP,30,210000.0,Italy, Campania ,Expensive (more than 250000),Low (less than 70)
Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.95,3.32,PVC,30,195000.0,France," Antibes, Antibes",Expensive (more than 250000),Low (less than 70)
Sport Boat,Jeanneau power boats,new boat from stock,2020,9.98,3.23,PVC,30,167759.28,UnitedKingdom," Lincoln, Lincoln",Expensive (more than 250000),Low (less than 70)
Pilothouse,Jeanneau power boats,new boat from stock,2020,7.92,2.77,GRP,30,82793.88,UnitedKingdom," Swanwick, Swanwick",Medium (44290-250000),Low (less than 70)
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.37,3.52,PVC,30,65225.0,France," Propriano, France",Medium (44290-250000),Low (less than 70)
Motor Yacht,Vizianello power boats,Used boat,1989,12.0,4.0,GRP,30,59000.0,Italy, Mare Adriatico,Medium (44290-250000),Low (less than 70)
Deck Boat,Sessa power boats,"Used boat,Unleaded",2012,7.8,2.64,PVC,30,54000.0,France," BANDOL, France",Medium (44290-250000),Low (less than 70)
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.41,2.48,Steel,30,53900.0,France," PLUNERET, France",Medium (44290-250000),Low (less than 70)
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2019,5.46,2.36,PVC,30,34990.0,France," Le Havre, France",Cheap (less than 44290),Low (less than 70)
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.56,2.23,Steel,29,41900.0,France," PORNICHET, France",Cheap (less than 44290),Low (less than 70)
Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.9,2.81,PVC,29,64500.0,France," Andernos, France",Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,7.98,2.93,PVC,29,79000.0,France," ARCACHON, ARCACHON",Medium (44290-250000),Low (less than 70)
Motor Yacht,Boston Whaler power boats,"Used boat,Unleaded",2007,9.77,3.22,GRP,29,80000.0,Italy, Lazio ,Medium (44290-250000),Low (less than 70)
Motor Yacht,Jeanneau power boats,new boat on order,2020,12.33,3.8,GRP,29,317849.0,Germany, Bnningstedt,Expensive (more than 250000),Low (less than 70)
Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,11.47,3.59,GRP,29,372900.0,Germany, Bnningstedt,Expensive (more than 250000),Low (less than 70)
Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,12.64,3.97,PVC,29,415000.0,France," Grimaud, Grimaud",Expensive (more than 250000),Low (less than 70)
